Title,max_players,publishers,review_score,total_sales,used_price,release_console,esrb_rating,year,avg_all_playtime,max_all_playtime,med_all_playtime,total_all_playtime,min_all_playtime,avg_complete,max_complete,med_complete,total_complete,min_complete,avg_x_complete,max_x_complete,med_x_complete,total_x_complete,min_x_complete,avg_story_complete,max_story_complete,med_story_complete,total_story_complete,min_story_complete,genre_action,genre_strategy,genre_racing_driving,genre_sports,genre_simulation,genre_adventure,genre_rpg,genre_educational,pub_Nintendo,pub_Ubisoft,pub_Sony,pub_Activision,pub_EA,pub_namco,pub_konami,pub_koei,pub_sega,pub_capcom,pub_rockstar,pub_THQ,pub_2K,pub_D3,pub_vivendi,pub_majesco,pub_microsoft,pub_SquareEnix,pub_505,pub_Atari,pub_Spike,pub_RisingStar,pub_Midway,pub_Eidos,pub_WarnerBros,pub_Atlus,pub_Codemasters,pub_Disney,pub_count,pub_other
Super Mario 64 DS,1,Nintendo,85,4.69,24.95,Nintendo DS,E,2004,22.7166666666667,31.9,24.4833333333333,57,14.3,29.7666666666667,35.0333333333333,30,20,22.0166666666667,24.9166666666667,29.9666666666667,25,16,18.3333333333333,14.3333333333333,18.3166666666667,14.5,21,9.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Lumines: Puzzle Fusion,1,Ubisoft,89,0.56,14.95,Sony PSP,E,2004,10.1,11.0166666666667,10,5,9.51666666666667,0,0,0,0,0,9.75,9.86666666666667,9.75,2,9.61666666666667,10.3333333333333,11.0833333333333,10,3,9.58333333333333,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
WarioWare Touched!,2,Nintendo,81,0.54,22.95,Nintendo DS,E,2004,4.56666666666667,11.5666666666667,2.5,57,2.26666666666667,10,14.1,7.25,16,6.8,3.85,5.66666666666667,3.33333333333333,11,2.78333333333333,1.91666666666667,2.93333333333333,1.83333333333333,30,1.43333333333333,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Hot Shots Golf: Open Tee,1,Sony,81,0.49,12.95,Sony PSP,E,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Spider-Man 2,1,Activision,61,0.45,14.95,Nintendo DS,E,2004,13.25,48.3833333333333,10,37,7.06666666666667,72.5666666666667,78.8666666666667,72.5666666666667,2,66.2833333333333,12.7666666666667,17.3166666666667,12.5,12,10.4833333333333,8.35,11.0833333333333,8,23,5.33333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
The Urbz: Sims in the City,1,EA,67,0.41,12.95,Nintendo DS,M,2004,21.9333333333333,25.5,20,7,16.7333333333333,30.0333333333333,30.0333333333333,30.0333333333333,2,30.0333333333333,20.8333333333333,25.2,20,3,16.45,15.5,15.75,15.5,2,15.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Ridge Racer,1,Namco,88,0.36,19.95,Sony PSP,E,2004,0.816666666666667,1.05,0.883333333333333,6,0.583333333333333,1.25,1.25,1.25,1,1.25,0.883333333333333,0.933333333333333,0.883333333333333,2,0.833333333333333,0.616666666666667,0.783333333333333,0.533333333333333,3,0.45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Metal Gear Ac!d,1,Konami,75,0.34,17.95,Sony PSP,E,2004,25.3833333333333,51.65,21.2666666666667,18,19.1666666666667,80,80,80,1,80,24.8333333333333,27.4833333333333,25.1,6,21.9166666666667,20.7,23.6,20.7833333333333,11,17.8833333333333,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Madden NFL 2005,1,EA,68,0.25,8.95,Nintendo DS,T,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Pokmon Dash,1,Nintendo,46,0.22,24.95,Nintendo DS,T,2004,3.83333333333333,7.25,1.18333333333333,4,1.75,12,12,12,1,12,0,0,0,0,0,1.11666666666667,1.2,1.08333333333333,3,1.05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Dynasty Warriors,1,Koei,62,0.2,14.95,Sony PSP,E,2004,8.88333333333333,18.05,2.08333333333333,4,3.11666666666667,0,0,0,0,0,0,0,0,0,0,8.88333333333333,18.05,2.08333333333333,4,3.11666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Feel the Magic XY/XX,1,Sega,75,0.16,8.95,Nintendo DS,T,2004,2.9,3.8,3,9,2.31666666666667,0,0,0,0,0,3.1,3.15,3.1,2,3.05,2.85,3.78333333333333,2.98333333333333,7,2.3,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Ridge Racer DS,1,Namco,63,0.15,9.95,Nintendo DS,E,2004,2.23333333333333,2.23333333333333,2.23333333333333,1,2.23333333333333,0,0,0,0,0,0,0,0,0,0,2.23333333333333,2.23333333333333,2.23333333333333,1,2.23333333333333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Darkstalkers Chronicle: The Chaos Tower,1,Capcom,74,0.14,14.95,Sony PSP,E,2004,1.63333333333333,2.4,2,7,1.06666666666667,0,0,0,0,0,0,0,0,0,0,1.63333333333333,2.4,2,7,1.06666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Ape Escape Academy,4,Sony,51,0.13,14.95,Sony PSP,E,2004,1.88333333333333,1.88333333333333,1.88333333333333,1,1.88333333333333,0,0,0,0,0,0,0,0,0,0,1.88333333333333,1.88333333333333,1.88333333333333,1,1.88333333333333,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Polarium,1,Nintendo,73,0.12,8.95,Nintendo DS,E,2004,6.73333333333333,9.18333333333333,6,5,5.26666666666667,12,12,12,1,12,0,0,0,0,0,5.41666666666667,5.78333333333333,5.75,4,4.86666666666667,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Asphalt: Urban GT,1,Ubisoft,60,0.11,14.95,Nintendo DS,E,2004,12.4,13.7,12.4,2,11.1,9.81666666666667,9.81666666666667,9.81666666666667,1,9.81666666666667,0,0,0,0,0,15,15,15,1,15,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Zoo Keeper,1,Ignition,74,0.1,14.95,Nintendo DS,T,2004,7.15,8.9,5,5,5.03333333333333,11.75,11.75,11.75,1,11.75,0,0,0,0,0,6,7.75,5,4,4.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE
Mr. DRILLER: Drill Spirits,1,Namco,72,0.09,14.95,Nintendo DS,T,2004,9.88333333333333,10.9833333333333,9.88333333333333,2,8.76666666666667,0,0,0,0,0,0,0,0,0,0,9.88333333333333,10.9833333333333,9.88333333333333,2,8.76666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Sprung,1,Ubisoft,48,0.06,8.95,Nintendo DS,E,2004,17.75,17.75,17.75,1,17.75,17.75,17.75,17.75,1,17.75,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Armored Core: Formula Front - Extreme Battle,1,"Agetec, FromSoftware",66,0.05,16.95,Sony PSP,E,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE
Puyo Pop Fever,1,Sega,76,0.04,19.95,Nintendo DS,E,2004,2.5,3.11666666666667,2,3,1.86666666666667,0,0,0,0,0,4,4,4,1,4,1.75,1.86666666666667,1.75,2,1.61666666666667,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Mario Kart DS,1,Nintendo,91,9.99,29.95,Nintendo DS,E,2005,10.4166666666667,22.3666666666667,9.08333333333333,91,5.61666666666667,16.3833333333333,25.3333333333333,15,32,10.3333333333333,10.7166666666667,15.1666666666667,10,24,7.8,4.78333333333333,7.36666666666667,4.5,35,3.06666666666667,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Nintendogs,1,Nintendo,83,9.72,26.95,Nintendo DS,E,2005,39.3833333333333,66.8333333333333,27.9833333333333,9,22.8333333333333,100,100,100,1,100,43.35,49.0166666666667,43.35,2,37.6666666666667,27.9666666666667,46.8166666666667,22.15,6,18.5333333333333,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Brain Age: Train Your Brain in Minutes a Day!,1,Nintendo,77,5.07,17.95,Nintendo DS,M,2005,0.95,1.48333333333333,1,10,0.633333333333333,1,1,1,2,1,0.933333333333333,0.966666666666667,0.933333333333333,2,0.9,0.933333333333333,1.48333333333333,1,6,0.633333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Brain Agey: More Training in Minutes a Day!,1,Nintendo,77,3.65,17.95,Nintendo DS,E,2005,13.25,27.05,15,7,7.46666666666667,1,1,1,1,1,23.3333333333333,29.5833333333333,15,3,17.0833333333333,7.26666666666667,12.0666666666667,1,3,2.48333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Grand Theft Auto: Liberty City Stories,1,"Capcom,Rockstar",88,2.97,17.95,Sony PSP,E,2005,20.2666666666667,44.8,14.9666666666667,60,12.3333333333333,46.6666666666667,59.4666666666667,47.2333333333333,7,33.2,26.55,39.1333333333333,20,11,18.6333333333333,14.2166666666667,21.9,13.85,42,10.5333333333333,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE
Animal Crossing: Wild World,1,Nintendo,86,2.6,24.95,Nintendo DS,T,2005,168.966666666667,437.366666666667,80.5333333333333,24,72.3666666666667,408.583333333333,555.8,314.666666666667,4,308.3,180.533333333333,265.133333333333,180,9,105.133333333333,72.3833333333333,135.583333333333,70,11,45.5833333333333,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Big Brain Academy,1,Nintendo,74,1.77,16.95,Nintendo DS,E,2005,9.16666666666667,14.0666666666667,7.13333333333333,9,4.56666666666667,16.3833333333333,17.8333333333333,15,3,14.9166666666667,8.06666666666667,8.53333333333333,8.06666666666667,2,7.6,4.3,5.35,5.11666666666667,4,2.85,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Call of Duty 2,4,"Activision,Konami",89,1.69,17.95,X360,E,2005,9.23333333333333,14.55,9,210,6.55,11.633333333333301,15.7,11.1833333333333,39,8.2,9.6,11.3166666666667,10,25,7.4,8.51666666666667,11.3666666666667,8.98333333333333,146,6.36666666666667,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE
Midnight Club 3: DUB Edition,1,Rockstar,74,1.69,14.95,Sony PSP,T,2005,39,46.75,48,9,29.25,48.8666666666667,49.4,48.75,4,48.4,49,49.5,49,2,48.5,19.1666666666667,21.1666666666667,19.5,3,17.1666666666667,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Need for Speed: Most Wanted 5-1-0,1,EA,72,1.67,14.95,Sony PSP,M,2005,11.383333333333301,12.4333333333333,10.3333333333333,3,10.35,0,0,0,0,0,9.83333333333333,9.83333333333333,9.83333333333333,1,9.83333333333333,12.1666666666667,13.0833333333333,12.1666666666667,2,11.25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Pokmon Mystery Dungeon: Blue Rescue Team,1,Nintendo,62,1.22,14.95,Nintendo DS,T,2005,37.4666666666667,101.016666666667,25.6166666666667,60,20.2666666666667,111.966666666667,135.733333333333,90,6,87.9833333333333,39.6166666666667,70.25,38.5,21,29.4666666666667,22.5666666666667,43.9166666666667,23.05,33,15.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Sonic Rush,1,Sega,82,1.2,14.95,Nintendo DS,E,2005,7.91666666666667,13.5333333333333,6.21666666666667,25,5.03333333333333,13.4333333333333,17.35,16,5,10.4666666666667,9.43333333333333,10.35,10,7,8.18333333333333,4.96666666666667,5.98333333333333,5,13,3.98333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Star Wars: Battlefront II,1,EA,69,1.09,16.95,Sony PSP,E,2005,15.0166666666667,116,9,99,7.41666666666667,48.9,131.066666666667,35.3666666666667,14,28.5666666666667,13.4166666666667,16.6833333333333,13.35,25,9.83333333333333,7.78333333333333,11.2333333333333,8,60,5.35,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
SOCOM: U.S. Navy SEALs - Fireteam Bravo,1,Sony,82,1.07,14.95,Sony PSP,E,2005,8.58333333333333,8.58333333333333,8.58333333333333,1,8.58333333333333,0,0,0,0,0,0,0,0,0,0,8.58333333333333,8.58333333333333,8.58333333333333,1,8.58333333333333,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Need for Speed: Most Wanted,2,EA,83,0.95,17.95,X360,E,2005,14.6,46.65,12,182,8.36666666666667,34.6,56.15,30,21,25.2166666666667,15.9166666666667,33.25,14,51,12.4666666666667,10.1833333333333,17.0333333333333,10,110,6.75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Zoo Tycoon DS,1,THQ,44,0.92,12.95,Nintendo DS,T,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
The Sims 2,1,EA,70,0.83,17.95,Nintendo DS,M,2005,55.9333333333333,122.7,34.9166666666667,20,29.7,200,200,200,1,200,61.55,90.3833333333333,60,7,42,40.6666666666667,77.9,30.9833333333333,12,24.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Mario & Luigi: Partners in Time,1,Nintendo,86,0.75,29.95,Nintendo DS,E,2005,19.6666666666667,30.3166666666667,18.65,96,14.383333333333301,33.9166666666667,39.2166666666667,40,7,27.4666666666667,19.25,24.0666666666667,19.0333333333333,32,16.65,18.15,21.8166666666667,18.0166666666667,57,13.85,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Madden NFL 06,1,EA,75,0.75,7.95,Sony PSP,E,2005,3.75,5.36666666666667,3.75,2,2.11666666666667,3.75,5.36666666666667,3.75,2,2.11666666666667,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Need for Speed Underground: Rivals,4,EA,74,0.73,17.95,Sony PSP,E,2005,22.3666666666667,28.0333333333333,20.4666666666667,3,16.7,27.5666666666667,31.1166666666667,27.5666666666667,2,24.0166666666667,0,0,0,0,0,12,12,12,1,12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
Twisted Metal: Head-On,1,Sony,79,0.73,14.95,Sony PSP,E,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE
